sample_id,SID,input_start_time,input_end_time,target_6h_time,target_12h_time,target_24h_time
3567,1996167N16072,1996-06-22 06:00:00,1996-06-23 06:00:00,1996-06-23 12:00:00,1996-06-23 18:00:00,1996-06-24 06:00:00
3568,1996167N16072,1996-06-22 09:00:00,1996-06-23 09:00:00,1996-06-23 15:00:00,1996-06-23 21:00:00,1996-06-24 09:00:00
3569,1996167N16072,1996-06-22 12:00:00,1996-06-23 12:00:00,1996-06-23 18:00:00,1996-06-24 00:00:00,1996-06-24 12:00:00
3570,1996167N16072,1996-06-22 15:00:00,1996-06-23 15:00:00,1996-06-23 21:00:00,1996-06-24 03:00:00,1996-06-24 15:00:00
3571,1996167N16072,1996-06-22 18:00:00,1996-06-23 18:00:00,1996-06-24 00:00:00,1996-06-24 06:00:00,1996-06-24 18:00:00
3572,1996167N16072,1996-06-22 21:00:00,1996-06-23 21:00:00,1996-06-24 03:00:00,1996-06-24 09:00:00,1996-06-24 21:00:00
3573,1996167N16072,1996-06-23 00:00:00,1996-06-24 00:00:00,1996-06-24 06:00:00,1996-06-24 12:00:00,1996-06-25 00:00:00
3574,1996167N16072,1996-06-23 03:00:00,1996-06-24 03:00:00,1996-06-24 09:00:00,1996-06-24 15:00:00,1996-06-25 03:00:00
3575,1996167N16072,1996-06-23 06:00:00,1996-06-24 06:00:00,1996-06-24 12:00:00,1996-06-24 18:00:00,1996-06-25 06:00:00
3576,1996167N16072,1996-06-23 09:00:00,1996-06-24 09:00:00,1996-06-24 15:00:00,1996-06-24 21:00:00,1996-06-25 09:00:00
3577,1996167N16072,1996-06-23 12:00:00,1996-06-24 12:00:00,1996-06-24 18:00:00,1996-06-25 00:00:00,1996-06-25 12:00:00
3578,1996208N24084,1996-07-26 03:00:00,1996-07-27 03:00:00,1996-07-27 09:00:00,1996-07-27 15:00:00,1996-07-28 03:00:00
3579,1996288N09092,1996-10-14 00:00:00,1996-10-15 00:00:00,1996-10-15 06:00:00,1996-10-15 12:00:00,1996-10-16 00:00:00
3580,1996288N09092,1996-10-14 03:00:00,1996-10-15 03:00:00,1996-10-15 09:00:00,1996-10-15 15:00:00,1996-10-16 03:00:00
3581,1996288N09092,1996-10-14 06:00:00,1996-10-15 06:00:00,1996-10-15 12:00:00,1996-10-15 18:00:00,1996-10-16 06:00:00
3582,1996288N09092,1996-10-14 09:00:00,1996-10-15 09:00:00,1996-10-15 15:00:00,1996-10-15 21:00:00,1996-10-16 09:00:00
3583,1996288N09092,1996-10-14 12:00:00,1996-10-15 12:00:00,1996-10-15 18:00:00,1996-10-16 00:00:00,1996-10-16 12:00:00
3584,1996288N09092,1996-10-14 15:00:00,1996-10-15 15:00:00,1996-10-15 21:00:00,1996-10-16 03:00:00,1996-10-16 15:00:00
3585,1996288N09092,1996-10-14 18:00:00,1996-10-15 18:00:00,1996-10-16 00:00:00,1996-10-16 06:00:00,1996-10-16 18:00:00
3586,1996288N09092,1996-10-14 21:00:00,1996-10-15 21:00:00,1996-10-16 03:00:00,1996-10-16 09:00:00,1996-10-16 21:00:00
3587,1996288N09092,1996-10-15 00:00:00,1996-10-16 00:00:00,1996-10-16 06:00:00,1996-10-16 12:00:00,1996-10-17 00:00:00
3588,1996288N09092,1996-10-15 03:00:00,1996-10-16 03:00:00,1996-10-16 09:00:00,1996-10-16 15:00:00,1996-10-17 03:00:00
3589,1996288N09092,1996-10-15 06:00:00,1996-10-16 06:00:00,1996-10-16 12:00:00,1996-10-16 18:00:00,1996-10-17 06:00:00
3590,1996288N09092,1996-10-15 09:00:00,1996-10-16 09:00:00,1996-10-16 15:00:00,1996-10-16 21:00:00,1996-10-17 09:00:00
3591,1996288N09092,1996-10-15 12:00:00,1996-10-16 12:00:00,1996-10-16 18:00:00,1996-10-17 00:00:00,1996-10-17 12:00:00
3592,1996288N09092,1996-10-15 15:00:00,1996-10-16 15:00:00,1996-10-16 21:00:00,1996-10-17 03:00:00,1996-10-17 15:00:00
3593,1996288N09092,1996-10-15 18:00:00,1996-10-16 18:00:00,1996-10-17 00:00:00,1996-10-17 06:00:00,1996-10-17 18:00:00
3594,1996288N09092,1996-10-15 21:00:00,1996-10-16 21:00:00,1996-10-17 03:00:00,1996-10-17 09:00:00,1996-10-17 21:00:00
3595,1996288N09092,1996-10-16 00:00:00,1996-10-17 00:00:00,1996-10-17 06:00:00,1996-10-17 12:00:00,1996-10-18 00:00:00
3596,1996288N09092,1996-10-16 03:00:00,1996-10-17 03:00:00,1996-10-17 09:00:00,1996-10-17 15:00:00,1996-10-18 03:00:00
3597,1996288N09092,1996-10-16 06:00:00,1996-10-17 06:00:00,1996-10-17 12:00:00,1996-10-17 18:00:00,1996-10-18 06:00:00
3598,1996288N09092,1996-10-16 09:00:00,1996-10-17 09:00:00,1996-10-17 15:00:00,1996-10-17 21:00:00,1996-10-18 09:00:00
3599,1996288N09092,1996-10-16 12:00:00,1996-10-17 12:00:00,1996-10-17 18:00:00,1996-10-18 00:00:00,1996-10-18 12:00:00
3600,1996288N09092,1996-10-16 15:00:00,1996-10-17 15:00:00,1996-10-17 21:00:00,1996-10-18 03:00:00,1996-10-18 15:00:00
3601,1996288N09092,1996-10-16 18:00:00,1996-10-17 18:00:00,1996-10-18 00:00:00,1996-10-18 06:00:00,1996-10-18 18:00:00
3602,1996288N09092,1996-10-16 21:00:00,1996-10-17 21:00:00,1996-10-18 03:00:00,1996-10-18 09:00:00,1996-10-18 21:00:00
3603,1996288N09092,1996-10-17 00:00:00,1996-10-18 00:00:00,1996-10-18 06:00:00,1996-10-18 12:00:00,1996-10-19 00:00:00
3604,1996288N09092,1996-10-17 03:00:00,1996-10-18 03:00:00,1996-10-18 09:00:00,1996-10-18 15:00:00,1996-10-19 03:00:00
3605,1996288N09092,1996-10-17 06:00:00,1996-10-18 06:00:00,1996-10-18 12:00:00,1996-10-18 18:00:00,1996-10-19 06:00:00
3606,1996288N09092,1996-10-17 09:00:00,1996-10-18 09:00:00,1996-10-18 15:00:00,1996-10-18 21:00:00,1996-10-19 09:00:00
3607,1996288N09092,1996-10-17 12:00:00,1996-10-18 12:00:00,1996-10-18 18:00:00,1996-10-19 00:00:00,1996-10-19 12:00:00
3608,1996288N09092,1996-10-17 15:00:00,1996-10-18 15:00:00,1996-10-18 21:00:00,1996-10-19 03:00:00,1996-10-19 15:00:00
3609,1996288N09092,1996-10-17 18:00:00,1996-10-18 18:00:00,1996-10-19 00:00:00,1996-10-19 06:00:00,1996-10-19 18:00:00
3610,1996288N09092,1996-10-17 21:00:00,1996-10-18 21:00:00,1996-10-19 03:00:00,1996-10-19 09:00:00,1996-10-19 21:00:00
3611,1996288N09092,1996-10-18 00:00:00,1996-10-19 00:00:00,1996-10-19 06:00:00,1996-10-19 12:00:00,1996-10-20 00:00:00
3612,1996288N09092,1996-10-18 03:00:00,1996-10-19 03:00:00,1996-10-19 09:00:00,1996-10-19 15:00:00,1996-10-20 03:00:00
3613,1996288N09092,1996-10-18 06:00:00,1996-10-19 06:00:00,1996-10-19 12:00:00,1996-10-19 18:00:00,1996-10-20 06:00:00
3614,1996288N09092,1996-10-18 09:00:00,1996-10-19 09:00:00,1996-10-19 15:00:00,1996-10-19 21:00:00,1996-10-20 09:00:00
3615,1996288N09092,1996-10-18 12:00:00,1996-10-19 12:00:00,1996-10-19 18:00:00,1996-10-20 00:00:00,1996-10-20 12:00:00
3616,1996288N09092,1996-10-18 15:00:00,1996-10-19 15:00:00,1996-10-19 21:00:00,1996-10-20 03:00:00,1996-10-20 15:00:00
3617,1996288N09092,1996-10-18 18:00:00,1996-10-19 18:00:00,1996-10-20 00:00:00,1996-10-20 06:00:00,1996-10-20 18:00:00
3618,1996288N09092,1996-10-18 21:00:00,1996-10-19 21:00:00,1996-10-20 03:00:00,1996-10-20 09:00:00,1996-10-20 21:00:00
3619,1996288N09092,1996-10-19 00:00:00,1996-10-20 00:00:00,1996-10-20 06:00:00,1996-10-20 12:00:00,1996-10-21 00:00:00
3620,1996288N09092,1996-10-19 03:00:00,1996-10-20 03:00:00,1996-10-20 09:00:00,1996-10-20 15:00:00,1996-10-21 03:00:00
3621,1996288N09092,1996-10-19 06:00:00,1996-10-20 06:00:00,1996-10-20 12:00:00,1996-10-20 18:00:00,1996-10-21 06:00:00
3622,1996288N09092,1996-10-19 09:00:00,1996-10-20 09:00:00,1996-10-20 15:00:00,1996-10-20 21:00:00,1996-10-21 09:00:00
3623,1996288N09092,1996-10-19 12:00:00,1996-10-20 12:00:00,1996-10-20 18:00:00,1996-10-21 00:00:00,1996-10-21 12:00:00
3624,1996288N09092,1996-10-19 15:00:00,1996-10-20 15:00:00,1996-10-20 21:00:00,1996-10-21 03:00:00,1996-10-21 15:00:00
3625,1996288N09092,1996-10-19 18:00:00,1996-10-20 18:00:00,1996-10-21 00:00:00,1996-10-21 06:00:00,1996-10-21 18:00:00
3626,1996288N09092,1996-10-19 21:00:00,1996-10-20 21:00:00,1996-10-21 03:00:00,1996-10-21 09:00:00,1996-10-21 21:00:00
3627,1996288N09092,1996-10-20 00:00:00,1996-10-21 00:00:00,1996-10-21 06:00:00,1996-10-21 12:00:00,1996-10-22 00:00:00
3628,1996288N09092,1996-10-20 03:00:00,1996-10-21 03:00:00,1996-10-21 09:00:00,1996-10-21 15:00:00,1996-10-22 03:00:00
3629,1996288N09092,1996-10-20 06:00:00,1996-10-21 06:00:00,1996-10-21 12:00:00,1996-10-21 18:00:00,1996-10-22 06:00:00
3630,1996288N09092,1996-10-20 09:00:00,1996-10-21 09:00:00,1996-10-21 15:00:00,1996-10-21 21:00:00,1996-10-22 09:00:00
3631,1996288N09092,1996-10-20 12:00:00,1996-10-21 12:00:00,1996-10-21 18:00:00,1996-10-22 00:00:00,1996-10-22 12:00:00
3632,1996288N09092,1996-10-20 15:00:00,1996-10-21 15:00:00,1996-10-21 21:00:00,1996-10-22 03:00:00,1996-10-22 15:00:00
3633,1996288N09092,1996-10-20 18:00:00,1996-10-21 18:00:00,1996-10-22 00:00:00,1996-10-22 06:00:00,1996-10-22 18:00:00
3634,1996288N09092,1996-10-20 21:00:00,1996-10-21 21:00:00,1996-10-22 03:00:00,1996-10-22 09:00:00,1996-10-22 21:00:00
3635,1996288N09092,1996-10-21 00:00:00,1996-10-22 00:00:00,1996-10-22 06:00:00,1996-10-22 12:00:00,1996-10-23 00:00:00
3636,1996288N09092,1996-10-21 03:00:00,1996-10-22 03:00:00,1996-10-22 09:00:00,1996-10-22 15:00:00,1996-10-23 03:00:00
3637,1996288N09092,1996-10-21 06:00:00,1996-10-22 06:00:00,1996-10-22 12:00:00,1996-10-22 18:00:00,1996-10-23 06:00:00
3638,1996288N09092,1996-10-21 09:00:00,1996-10-22 09:00:00,1996-10-22 15:00:00,1996-10-22 21:00:00,1996-10-23 09:00:00
3639,1996288N09092,1996-10-21 12:00:00,1996-10-22 12:00:00,1996-10-22 18:00:00,1996-10-23 00:00:00,1996-10-23 12:00:00
3640,1996288N09092,1996-10-21 15:00:00,1996-10-22 15:00:00,1996-10-22 21:00:00,1996-10-23 03:00:00,1996-10-23 15:00:00
3641,1996288N09092,1996-10-21 18:00:00,1996-10-22 18:00:00,1996-10-23 00:00:00,1996-10-23 06:00:00,1996-10-23 18:00:00
3642,1996288N09092,1996-10-21 21:00:00,1996-10-22 21:00:00,1996-10-23 03:00:00,1996-10-23 09:00:00,1996-10-23 21:00:00
3643,1996288N09092,1996-10-22 00:00:00,1996-10-23 00:00:00,1996-10-23 06:00:00,1996-10-23 12:00:00,1996-10-24 00:00:00
3644,1996288N09092,1996-10-22 03:00:00,1996-10-23 03:00:00,1996-10-23 09:00:00,1996-10-23 15:00:00,1996-10-24 03:00:00
3645,1996288N09092,1996-10-22 06:00:00,1996-10-23 06:00:00,1996-10-23 12:00:00,1996-10-23 18:00:00,1996-10-24 06:00:00
3646,1996288N09092,1996-10-22 09:00:00,1996-10-23 09:00:00,1996-10-23 15:00:00,1996-10-23 21:00:00,1996-10-24 09:00:00
3647,1996288N09092,1996-10-22 12:00:00,1996-10-23 12:00:00,1996-10-23 18:00:00,1996-10-24 00:00:00,1996-10-24 12:00:00
3648,1996288N09092,1996-10-22 15:00:00,1996-10-23 15:00:00,1996-10-23 21:00:00,1996-10-24 03:00:00,1996-10-24 15:00:00
3649,1996288N09092,1996-10-22 18:00:00,1996-10-23 18:00:00,1996-10-24 00:00:00,1996-10-24 06:00:00,1996-10-24 18:00:00
3650,1996288N09092,1996-10-22 21:00:00,1996-10-23 21:00:00,1996-10-24 03:00:00,1996-10-24 09:00:00,1996-10-24 21:00:00
3651,1996288N09092,1996-10-23 00:00:00,1996-10-24 00:00:00,1996-10-24 06:00:00,1996-10-24 12:00:00,1996-10-25 00:00:00
3652,1996288N09092,1996-10-23 03:00:00,1996-10-24 03:00:00,1996-10-24 09:00:00,1996-10-24 15:00:00,1996-10-25 03:00:00
3653,1996288N09092,1996-10-23 06:00:00,1996-10-24 06:00:00,1996-10-24 12:00:00,1996-10-24 18:00:00,1996-10-25 06:00:00
3654,1996288N09092,1996-10-23 09:00:00,1996-10-24 09:00:00,1996-10-24 15:00:00,1996-10-24 21:00:00,1996-10-25 09:00:00
3655,1996288N09092,1996-10-23 12:00:00,1996-10-24 12:00:00,1996-10-24 18:00:00,1996-10-25 00:00:00,1996-10-25 12:00:00
3656,1996288N09092,1996-10-23 15:00:00,1996-10-24 15:00:00,1996-10-24 21:00:00,1996-10-25 03:00:00,1996-10-25 15:00:00
3657,1996288N09092,1996-10-23 18:00:00,1996-10-24 18:00:00,1996-10-25 00:00:00,1996-10-25 06:00:00,1996-10-25 18:00:00
3658,1996288N09092,1996-10-23 21:00:00,1996-10-24 21:00:00,1996-10-25 03:00:00,1996-10-25 09:00:00,1996-10-25 21:00:00
3659,1996288N09092,1996-10-24 00:00:00,1996-10-25 00:00:00,1996-10-25 06:00:00,1996-10-25 12:00:00,1996-10-26 00:00:00
3660,1996288N09092,1996-10-24 03:00:00,1996-10-25 03:00:00,1996-10-25 09:00:00,1996-10-25 15:00:00,1996-10-26 03:00:00
3661,1996288N09092,1996-10-24 06:00:00,1996-10-25 06:00:00,1996-10-25 12:00:00,1996-10-25 18:00:00,1996-10-26 06:00:00
3662,1996288N09092,1996-10-24 09:00:00,1996-10-25 09:00:00,1996-10-25 15:00:00,1996-10-25 21:00:00,1996-10-26 09:00:00
3663,1996288N09092,1996-10-24 12:00:00,1996-10-25 12:00:00,1996-10-25 18:00:00,1996-10-26 00:00:00,1996-10-26 12:00:00
3664,1996288N09092,1996-10-24 15:00:00,1996-10-25 15:00:00,1996-10-25 21:00:00,1996-10-26 03:00:00,1996-10-26 15:00:00
3665,1996288N09092,1996-10-24 18:00:00,1996-10-25 18:00:00,1996-10-26 00:00:00,1996-10-26 06:00:00,1996-10-26 18:00:00
3666,1996288N09092,1996-10-24 21:00:00,1996-10-25 21:00:00,1996-10-26 03:00:00,1996-10-26 09:00:00,1996-10-26 21:00:00
3667,1996288N09092,1996-10-25 00:00:00,1996-10-26 00:00:00,1996-10-26 06:00:00,1996-10-26 12:00:00,1996-10-27 00:00:00
3668,1996288N09092,1996-10-25 03:00:00,1996-10-26 03:00:00,1996-10-26 09:00:00,1996-10-26 15:00:00,1996-10-27 03:00:00
3669,1996288N09092,1996-10-25 06:00:00,1996-10-26 06:00:00,1996-10-26 12:00:00,1996-10-26 18:00:00,1996-10-27 06:00:00
3670,1996288N09092,1996-10-25 09:00:00,1996-10-26 09:00:00,1996-10-26 15:00:00,1996-10-26 21:00:00,1996-10-27 09:00:00
3671,1996288N09092,1996-10-25 12:00:00,1996-10-26 12:00:00,1996-10-26 18:00:00,1996-10-27 00:00:00,1996-10-27 12:00:00
3672,1996288N09092,1996-10-25 15:00:00,1996-10-26 15:00:00,1996-10-26 21:00:00,1996-10-27 03:00:00,1996-10-27 15:00:00
3673,1996288N09092,1996-10-25 18:00:00,1996-10-26 18:00:00,1996-10-27 00:00:00,1996-10-27 06:00:00,1996-10-27 18:00:00
3674,1996288N09092,1996-10-25 21:00:00,1996-10-26 21:00:00,1996-10-27 03:00:00,1996-10-27 09:00:00,1996-10-27 21:00:00
3675,1996288N09092,1996-10-26 00:00:00,1996-10-27 00:00:00,1996-10-27 06:00:00,1996-10-27 12:00:00,1996-10-28 00:00:00
3676,1996288N09092,1996-10-26 03:00:00,1996-10-27 03:00:00,1996-10-27 09:00:00,1996-10-27 15:00:00,1996-10-28 03:00:00
3677,1996288N09092,1996-10-26 06:00:00,1996-10-27 06:00:00,1996-10-27 12:00:00,1996-10-27 18:00:00,1996-10-28 06:00:00
3678,1996288N09092,1996-10-26 09:00:00,1996-10-27 09:00:00,1996-10-27 15:00:00,1996-10-27 21:00:00,1996-10-28 09:00:00
3679,1996288N09092,1996-10-26 12:00:00,1996-10-27 12:00:00,1996-10-27 18:00:00,1996-10-28 00:00:00,1996-10-28 12:00:00
3680,1996288N09092,1996-10-26 15:00:00,1996-10-27 15:00:00,1996-10-27 21:00:00,1996-10-28 03:00:00,1996-10-28 15:00:00
3681,1996288N09092,1996-10-26 18:00:00,1996-10-27 18:00:00,1996-10-28 00:00:00,1996-10-28 06:00:00,1996-10-28 18:00:00
3682,1996288N09092,1996-10-26 21:00:00,1996-10-27 21:00:00,1996-10-28 03:00:00,1996-10-28 09:00:00,1996-10-28 21:00:00
3683,1996288N09092,1996-10-27 00:00:00,1996-10-28 00:00:00,1996-10-28 06:00:00,1996-10-28 12:00:00,1996-10-29 00:00:00
3684,1996288N09092,1996-10-27 03:00:00,1996-10-28 03:00:00,1996-10-28 09:00:00,1996-10-28 15:00:00,1996-10-29 03:00:00
3685,1996288N09092,1996-10-27 06:00:00,1996-10-28 06:00:00,1996-10-28 12:00:00,1996-10-28 18:00:00,1996-10-29 06:00:00
3686,1996288N09092,1996-10-27 09:00:00,1996-10-28 09:00:00,1996-10-28 15:00:00,1996-10-28 21:00:00,1996-10-29 09:00:00
3687,1996288N09092,1996-10-27 12:00:00,1996-10-28 12:00:00,1996-10-28 18:00:00,1996-10-29 00:00:00,1996-10-29 12:00:00
3688,1996288N09092,1996-10-27 15:00:00,1996-10-28 15:00:00,1996-10-28 21:00:00,1996-10-29 03:00:00,1996-10-29 15:00:00
3689,1996288N09092,1996-10-27 18:00:00,1996-10-28 18:00:00,1996-10-29 00:00:00,1996-10-29 06:00:00,1996-10-29 18:00:00
3690,1996288N09092,1996-10-27 21:00:00,1996-10-28 21:00:00,1996-10-29 03:00:00,1996-10-29 09:00:00,1996-10-29 21:00:00
3691,1996288N09092,1996-10-28 00:00:00,1996-10-29 00:00:00,1996-10-29 06:00:00,1996-10-29 12:00:00,1996-10-30 00:00:00
3692,1996288N09092,1996-10-28 03:00:00,1996-10-29 03:00:00,1996-10-29 09:00:00,1996-10-29 15:00:00,1996-10-30 03:00:00
3693,1996288N09092,1996-10-28 06:00:00,1996-10-29 06:00:00,1996-10-29 12:00:00,1996-10-29 18:00:00,1996-10-30 06:00:00
3694,1996288N09092,1996-10-28 09:00:00,1996-10-29 09:00:00,1996-10-29 15:00:00,1996-10-29 21:00:00,1996-10-30 09:00:00
3695,1996288N09092,1996-10-28 12:00:00,1996-10-29 12:00:00,1996-10-29 18:00:00,1996-10-30 00:00:00,1996-10-30 12:00:00
3696,1996288N09092,1996-10-28 15:00:00,1996-10-29 15:00:00,1996-10-29 21:00:00,1996-10-30 03:00:00,1996-10-30 15:00:00
3697,1996288N09092,1996-10-28 18:00:00,1996-10-29 18:00:00,1996-10-30 00:00:00,1996-10-30 06:00:00,1996-10-30 18:00:00
3698,1996288N09092,1996-10-28 21:00:00,1996-10-29 21:00:00,1996-10-30 03:00:00,1996-10-30 09:00:00,1996-10-30 21:00:00
3699,1996288N09092,1996-10-29 00:00:00,1996-10-30 00:00:00,1996-10-30 06:00:00,1996-10-30 12:00:00,1996-10-31 00:00:00
3700,1996288N09092,1996-10-29 03:00:00,1996-10-30 03:00:00,1996-10-30 09:00:00,1996-10-30 15:00:00,1996-10-31 03:00:00
3701,1996288N09092,1996-10-29 06:00:00,1996-10-30 06:00:00,1996-10-30 12:00:00,1996-10-30 18:00:00,1996-10-31 06:00:00
3702,1996288N09092,1996-10-29 09:00:00,1996-10-30 09:00:00,1996-10-30 15:00:00,1996-10-30 21:00:00,1996-10-31 09:00:00
3703,1996288N09092,1996-10-29 12:00:00,1996-10-30 12:00:00,1996-10-30 18:00:00,1996-10-31 00:00:00,1996-10-31 12:00:00
3704,1996288N09092,1996-10-29 15:00:00,1996-10-30 15:00:00,1996-10-30 21:00:00,1996-10-31 03:00:00,1996-10-31 15:00:00
3705,1996288N09092,1996-10-29 18:00:00,1996-10-30 18:00:00,1996-10-31 00:00:00,1996-10-31 06:00:00,1996-10-31 18:00:00
3706,1996288N09092,1996-10-29 21:00:00,1996-10-30 21:00:00,1996-10-31 03:00:00,1996-10-31 09:00:00,1996-10-31 21:00:00
3707,1996288N09092,1996-10-30 00:00:00,1996-10-31 00:00:00,1996-10-31 06:00:00,1996-10-31 12:00:00,1996-11-01 00:00:00
3708,1996288N09092,1996-10-30 03:00:00,1996-10-31 03:00:00,1996-10-31 09:00:00,1996-10-31 15:00:00,1996-11-01 03:00:00
3709,1996288N09092,1996-10-30 06:00:00,1996-10-31 06:00:00,1996-10-31 12:00:00,1996-10-31 18:00:00,1996-11-01 06:00:00
3710,1996288N09092,1996-10-30 09:00:00,1996-10-31 09:00:00,1996-10-31 15:00:00,1996-10-31 21:00:00,1996-11-01 09:00:00
3711,1996288N09092,1996-10-30 12:00:00,1996-10-31 12:00:00,1996-10-31 18:00:00,1996-11-01 00:00:00,1996-11-01 12:00:00
3712,1996288N09092,1996-10-30 15:00:00,1996-10-31 15:00:00,1996-10-31 21:00:00,1996-11-01 03:00:00,1996-11-01 15:00:00
3713,1996288N09092,1996-10-30 18:00:00,1996-10-31 18:00:00,1996-11-01 00:00:00,1996-11-01 06:00:00,1996-11-01 18:00:00
3714,1996288N09092,1996-10-30 21:00:00,1996-10-31 21:00:00,1996-11-01 03:00:00,1996-11-01 09:00:00,1996-11-01 21:00:00
3715,1996288N09092,1996-10-31 00:00:00,1996-11-01 00:00:00,1996-11-01 06:00:00,1996-11-01 12:00:00,1996-11-02 00:00:00
3716,1996288N09092,1996-10-31 03:00:00,1996-11-01 03:00:00,1996-11-01 09:00:00,1996-11-01 15:00:00,1996-11-02 03:00:00
3717,1996288N09092,1996-10-31 06:00:00,1996-11-01 06:00:00,1996-11-01 12:00:00,1996-11-01 18:00:00,1996-11-02 06:00:00
3718,1996296N09093,1996-10-21 18:00:00,1996-10-22 18:00:00,1996-10-23 00:00:00,1996-10-23 06:00:00,1996-10-23 18:00:00
3719,1996296N09093,1996-10-21 21:00:00,1996-10-22 21:00:00,1996-10-23 03:00:00,1996-10-23 09:00:00,1996-10-23 21:00:00
3720,1996296N09093,1996-10-22 00:00:00,1996-10-23 00:00:00,1996-10-23 06:00:00,1996-10-23 12:00:00,1996-10-24 00:00:00
3721,1996296N09093,1996-10-22 03:00:00,1996-10-23 03:00:00,1996-10-23 09:00:00,1996-10-23 15:00:00,1996-10-24 03:00:00
3722,1996296N09093,1996-10-22 06:00:00,1996-10-23 06:00:00,1996-10-23 12:00:00,1996-10-23 18:00:00,1996-10-24 06:00:00
3723,1996296N09093,1996-10-22 09:00:00,1996-10-23 09:00:00,1996-10-23 15:00:00,1996-10-23 21:00:00,1996-10-24 09:00:00
3724,1996296N09093,1996-10-22 12:00:00,1996-10-23 12:00:00,1996-10-23 18:00:00,1996-10-24 00:00:00,1996-10-24 12:00:00
3725,1996296N09093,1996-10-22 15:00:00,1996-10-23 15:00:00,1996-10-23 21:00:00,1996-10-24 03:00:00,1996-10-24 15:00:00
3726,1996296N09093,1996-10-22 18:00:00,1996-10-23 18:00:00,1996-10-24 00:00:00,1996-10-24 06:00:00,1996-10-24 18:00:00
3727,1996296N09093,1996-10-22 21:00:00,1996-10-23 21:00:00,1996-10-24 03:00:00,1996-10-24 09:00:00,1996-10-24 21:00:00
3728,1996296N09093,1996-10-23 00:00:00,1996-10-24 00:00:00,1996-10-24 06:00:00,1996-10-24 12:00:00,1996-10-25 00:00:00
3729,1996296N09093,1996-10-23 03:00:00,1996-10-24 03:00:00,1996-10-24 09:00:00,1996-10-24 15:00:00,1996-10-25 03:00:00
3730,1996296N09093,1996-10-23 06:00:00,1996-10-24 06:00:00,1996-10-24 12:00:00,1996-10-24 18:00:00,1996-10-25 06:00:00
3731,1996296N09093,1996-10-23 09:00:00,1996-10-24 09:00:00,1996-10-24 15:00:00,1996-10-24 21:00:00,1996-10-25 09:00:00
3732,1996296N09093,1996-10-23 12:00:00,1996-10-24 12:00:00,1996-10-24 18:00:00,1996-10-25 00:00:00,1996-10-25 12:00:00
3733,1996296N09093,1996-10-23 15:00:00,1996-10-24 15:00:00,1996-10-24 21:00:00,1996-10-25 03:00:00,1996-10-25 15:00:00
3734,1996296N09093,1996-10-23 18:00:00,1996-10-24 18:00:00,1996-10-25 00:00:00,1996-10-25 06:00:00,1996-10-25 18:00:00
3735,1996296N09093,1996-10-23 21:00:00,1996-10-24 21:00:00,1996-10-25 03:00:00,1996-10-25 09:00:00,1996-10-25 21:00:00
3736,1996296N09093,1996-10-24 00:00:00,1996-10-25 00:00:00,1996-10-25 06:00:00,1996-10-25 12:00:00,1996-10-26 00:00:00
3737,1996296N09093,1996-10-24 03:00:00,1996-10-25 03:00:00,1996-10-25 09:00:00,1996-10-25 15:00:00,1996-10-26 03:00:00
3738,1996296N09093,1996-10-24 06:00:00,1996-10-25 06:00:00,1996-10-25 12:00:00,1996-10-25 18:00:00,1996-10-26 06:00:00
3739,1996296N09093,1996-10-24 09:00:00,1996-10-25 09:00:00,1996-10-25 15:00:00,1996-10-25 21:00:00,1996-10-26 09:00:00
3740,1996296N09093,1996-10-24 12:00:00,1996-10-25 12:00:00,1996-10-25 18:00:00,1996-10-26 00:00:00,1996-10-26 12:00:00
3741,1996296N09093,1996-10-24 15:00:00,1996-10-25 15:00:00,1996-10-25 21:00:00,1996-10-26 03:00:00,1996-10-26 15:00:00
3742,1996296N09093,1996-10-24 18:00:00,1996-10-25 18:00:00,1996-10-26 00:00:00,1996-10-26 06:00:00,1996-10-26 18:00:00
3743,1996296N09093,1996-10-24 21:00:00,1996-10-25 21:00:00,1996-10-26 03:00:00,1996-10-26 09:00:00,1996-10-26 21:00:00
3744,1996296N09093,1996-10-25 00:00:00,1996-10-26 00:00:00,1996-10-26 06:00:00,1996-10-26 12:00:00,1996-10-27 00:00:00
3745,1996296N09093,1996-10-25 03:00:00,1996-10-26 03:00:00,1996-10-26 09:00:00,1996-10-26 15:00:00,1996-10-27 03:00:00
3746,1996296N09093,1996-10-25 06:00:00,1996-10-26 06:00:00,1996-10-26 12:00:00,1996-10-26 18:00:00,1996-10-27 06:00:00
3747,1996296N09093,1996-10-25 09:00:00,1996-10-26 09:00:00,1996-10-26 15:00:00,1996-10-26 21:00:00,1996-10-27 09:00:00
3748,1996296N09093,1996-10-25 12:00:00,1996-10-26 12:00:00,1996-10-26 18:00:00,1996-10-27 00:00:00,1996-10-27 12:00:00
3749,1996296N09093,1996-10-25 15:00:00,1996-10-26 15:00:00,1996-10-26 21:00:00,1996-10-27 03:00:00,1996-10-27 15:00:00
3750,1996296N09093,1996-10-25 18:00:00,1996-10-26 18:00:00,1996-10-27 00:00:00,1996-10-27 06:00:00,1996-10-27 18:00:00
3751,1996296N09093,1996-10-25 21:00:00,1996-10-26 21:00:00,1996-10-27 03:00:00,1996-10-27 09:00:00,1996-10-27 21:00:00
3752,1996296N09093,1996-10-26 00:00:00,1996-10-27 00:00:00,1996-10-27 06:00:00,1996-10-27 12:00:00,1996-10-28 00:00:00
