sample_id,crop_filename,crop_path,crop_sha256,source_raw_sha256,source_raw_file,cyclone_unique_id,cyclone_name,season,split,observation_timestamp_utc,matched_track_timestamp_utc,time_difference_minutes,center_latitude,center_longitude,projected_pixel_x,projected_pixel_y,projection_method,wind_speed_kmh,wind_units,intensity_category,intensity_label_source,structural_pattern,pattern_label_source,pattern_ground_truth_status,provenance_status,cyclone_detected
P7_MOSDAC_0067,p7_mosdac_SITRANG_2022_0067_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_SITRANG_2022_0067_Depression.png,43163df92756fbf7431aeaa6249ed5e635e99f809acd3ad7d7baae06b36ae773,4950e24208727cfdf2c1481dce3441f75dea9b023853ad539fc953ad910d7e77,50(1).jpeg,SITRANG_2022,SITRANG,2022,val,2022-10-22 03:00:00,2022-10-22 03:00:00,0.0,13.4,92.1,174.8,129.6,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0068,p7_mosdac_KYARR_2019_0068_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_KYARR_2019_0068_Very_Severe_Cyclonic_Storm.png,45b44964867be27f2dce705ff5b9b5cd5711aa3c55f1857211eb984b92cec37b,fe90a62ae45fc6c2d18a4af54dd1f0fea27399906ab6da7ecc109efb45f5fb09,50(2).jpeg,KYARR_2019,KYARR,2019,test,2019-04-26 03:00:00,2019-04-26 03:00:00,0.0,2.3,89.8,166.3,174.4,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0069,p7_mosdac_BIPARJOY_2023_0069_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BIPARJOY_2023_0069_Very_Severe_Cyclonic_Storm.png,8a1f948f2dcae937b4c195a178265f58a97005b291f92961ea43f43b87c690eb,5c755a21ea04f1113f0d759f0fc02bd4bce9c92f1be0b4c076410a58f0bdda73,50.jpeg,BIPARJOY_2023,BIPARJOY,2023,test,2023-06-05 09:00:00,2023-06-05 09:00:00,0.0,10.8,66.4,80.4,140.1,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0070,p7_mosdac_ASANI_2022_0070_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_ASANI_2022_0070_Very_Severe_Cyclonic_Storm.png,f052d7d94d990de6b4e943656808117e18efceeb5794dc79b54501f3c3fcd279,680bf62b8007950fed2f1323fa08efca3322c9d886bd931fe02cf40f1e8c2250,51(1).jpeg,ASANI_2022,ASANI,2022,test,2022-05-05 21:00:00,2022-05-05 21:00:00,0.0,7.6,93.8,181.0,153.0,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0071,p7_mosdac_UNNAMED_2021_DD_0071_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2021_DD_0071_Depression.png,3a50ec5a198e128aac27a6bbdf1befccf26a45e5fa4357237940958ff97289e7,e58c2c2693697a9715030e7bb3ea08af3df186a92b15dfb4c39653f631e7b1f4,51.jpeg,UNNAMED_2021_DD,UNNAMED,2021,test,2021-04-02 09:00:00,2021-04-02 09:00:00,0.0,11.5,96.6,191.3,137.2,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0072,p7_mosdac_FANI_2019_0072_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FANI_2019_0072_Very_Severe_Cyclonic_Storm.png,fcd97b942708703044d59d201daff1f8451cb0c0cb829b22b40c4ff8b53c65a1,c99902fc9748a2dc0a8069bb7f55cebf38d4af2e5db915bed2dfc01705a6eb4e,52(1).jpeg,FANI_2019,FANI,2019,train,2019-04-26 06:00:00,2019-04-26 06:00:00,0.0,2.5,89.7,166.0,173.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0073,p7_mosdac_AMPHAN_2020_0073_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_AMPHAN_2020_0073_Very_Severe_Cyclonic_Storm.png,f2b2671bb7f92d55b2a9afc98f3ce9caa879a57f85d30e08e886b4eddc438a35,5ece38b96c2fe1739f555e0ba5197bd9d5aeb5ccc09dfa8b9588a56026c3e297,52.jpeg,AMPHAN_2020,AMPHAN,2020,train,2020-05-15 18:00:00,2020-05-15 18:00:00,0.0,9.5,86.6,154.6,145.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0074,p7_mosdac_HUDHUD_2014_0074_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_HUDHUD_2014_0074_Very_Severe_Cyclonic_Storm.png,66920a7d0d4200a69658405c9aaf9a2095ed20475f79f77e94d25c5d09b63cab,7f2685cc4d33c9c483172ba665a7151ecb602fa81466f09cbb7ad0b0c9f4d4d8,53(1).jpeg,HUDHUD_2014,HUDHUD,2014,train,2014-10-06 18:00:00,2014-10-06 18:00:00,0.0,10.8,95.6,187.6,140.1,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0075,p7_mosdac_TITLI_2018_0075_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_TITLI_2018_0075_Depression.png,172e147687c9638f383b50b8f9f9aedb43d0c09271c27e80a5723b0ca14e6c62,65f5efa0ff8c0518833b9341dfec823ab99a1564dd6bc1e0112426d14c66bbb2,53(2).jpeg,TITLI_2018,TITLI,2018,train,2018-10-08 12:00:00,2018-10-08 12:00:00,0.0,14.3,87.9,159.4,125.9,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0076,p7_mosdac_GAJA_2018_0076_Deep_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GAJA_2018_0076_Deep_Depression.png,ca07758515bee6ee5dd05fd3e341c966e24442bad9722968a18cc2c67b18b633,e54812afd2364f6d8e11624bec0bbc39aeec2a03468579cd353af1f2faa05a92,53(3).jpeg,GAJA_2018,GAJA,2018,train,2018-11-10 15:00:00,2018-11-10 15:00:00,0.0,12.9,90.2,167.8,131.6,Mercator_Standard_Grid_Projection,55.6,km/h (3-minute sustained WMO/IMD standard),Deep Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0077,p7_mosdac_BULBUL_2019_0077_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BULBUL_2019_0077_Very_Severe_Cyclonic_Storm.png,b9f9a45b755cc807aa7687fb114eab493e18f8ec9336a537ba0489c3a7635489,e54de7f7593642a11d7eb9c2e8bc1065c369c00c9cd616ecfa3d86636fc8697e,53.jpeg,BULBUL_2019,BULBUL,2019,train,2019-04-26 06:00:00,2019-04-26 06:00:00,0.0,2.5,89.7,166.0,173.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0078,p7_mosdac_GULAB_2021_0078_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GULAB_2021_0078_Depression.png,69c0b7cc3a34abae0a09d93650f768b92c8b3b746fa8b40b173c706213d568c9,58dbe019891091e3bd7ee7ddd56db37c223e50d9c7bbca762ec5fd1be89067b0,54.jpeg,GULAB_2021,GULAB,2021,train,2021-04-02 12:00:00,2021-04-02 12:00:00,0.0,11.8,96.8,192.1,136.0,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0079,p7_mosdac_JAWAD_2021_0079_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_JAWAD_2021_0079_Very_Severe_Cyclonic_Storm.png,9452d933360d89a765ec2222d901d205472218c1145342a95c886e629ffff96c,cf42c7ea1fac2984f9d3db47b39ee15c2e2e2120f9d4bfd8ffd560ccc7435303,55(1).jpeg,JAWAD_2021,JAWAD,2021,train,2021-12-01 06:00:00,2021-12-01 06:00:00,0.0,8.0,94.0,181.8,151.4,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0080,p7_mosdac_FENGAL_2024_0080_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FENGAL_2024_0080_Very_Severe_Cyclonic_Storm.png,d05425f52811340757bd20b14097be3a330ffdf7c82e047c56caef5d30871363,502be2af903fab4206d7a7c643c25656921510ad0531fc3076df24ca0fb74136,55(2).jpeg,FENGAL_2024,FENGAL,2024,train,2024-11-24 06:00:00,2024-11-24 06:00:00,0.0,3.8,86.8,155.3,168.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0081,p7_mosdac_UNNAMED_2018_DD_0081_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2018_DD_0081_Depression.png,686a2328d703c39e7371942fc9f3b9b199ca80cf3641a6e37e008c86eb002060,ffd6b99828e815a1c44ba10b54f38fb70dcf877cfb98168dcb7b9fc7b1aabbff,55.jpeg,UNNAMED_2018_DD,UNNAMED,2018,train,2018-03-13 15:00:00,2018-03-13 15:00:00,0.0,6.7,74.9,111.6,156.6,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0082,p7_mosdac_UNNAMED_2019_D_0082_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2019_D_0082_Depression.png,4c9edc9000df9b9b3996528c588ce13ea0c36334ec2291390b82769b3d4feab7,d5c318a04792871b68ce69d89679132e6e15adcbc7ff5308ef658ac23e38b5a4,56.jpeg,UNNAMED_2019_D,UNNAMED,2019,train,2019-08-06 15:00:00,2019-08-06 15:00:00,0.0,20.7,87.7,158.6,100.1,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0083,p7_mosdac_TAUKTAE_2021_0083_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_TAUKTAE_2021_0083_Very_Severe_Cyclonic_Storm.png,ed93ed00cd36fdbdfabcf20a25941c7274bb10f2a3aa31c9ac0980f8a86a9f77,7a325f60eb44e54802735facb443f356d9dfc1bdae045ebab7a8ca3a3de55838,57(1).jpeg,TAUKTAE_2021,TAUKTAE,2021,val,2021-05-13 18:00:00,2021-05-13 18:00:00,0.0,10.5,71.5,99.1,141.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0084,p7_mosdac_YAAS_2021_0084_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_YAAS_2021_0084_Depression.png,e870dcaa019c48eea094c9fc09b2318598eba91e9e5120723ac7c5908d06ce57,26df35e16240aa13f5a50605591252a12972f57567adc4e3de9fbc3a6591a56d,57(2).jpeg,YAAS_2021,YAAS,2021,val,2021-05-23 12:00:00,2021-05-23 12:00:00,0.0,15.7,89.6,165.6,120.3,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0085,p7_mosdac_SITRANG_2022_0085_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_SITRANG_2022_0085_Depression.png,a4544bb7b959ee8d5f1f0daeadb7c938cf6efa4721540f77d6e532fa3fc67b5f,cb18d7b670c4f82508165ae1fbc8bf89b897c81bcf6e26750fd479b36e42f817,57.jpeg,SITRANG_2022,SITRANG,2022,val,2022-10-22 06:00:00,2022-10-22 06:00:00,0.0,13.9,91.4,172.2,127.5,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0086,p7_mosdac_KYARR_2019_0086_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_KYARR_2019_0086_Very_Severe_Cyclonic_Storm.png,4a4b07758c214a3b94b0533449acaa859029c90391a08a2e8ba8a30254dbf82f,0567200dc847a3f88528a4b6bdb261d6198130de315fa9b29d86c7456b82c716,58(1).jpeg,KYARR_2019,KYARR,2019,test,2019-04-26 06:00:00,2019-04-26 06:00:00,0.0,2.5,89.7,166.0,173.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0087,p7_mosdac_BIPARJOY_2023_0087_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BIPARJOY_2023_0087_Very_Severe_Cyclonic_Storm.png,801b66937695b5448388f267ffb7467b6f501782b0073fe383a14b72e2769567,8186118d3379e1cca3416bb345c393ab4566768f77d966e403283c53fd80121e,58.jpeg,BIPARJOY_2023,BIPARJOY,2023,test,2023-06-05 12:00:00,2023-06-05 12:00:00,0.0,11.0,66.3,80.1,139.2,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0088,p7_mosdac_ASANI_2022_0088_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_ASANI_2022_0088_Very_Severe_Cyclonic_Storm.png,5d8da477e9af7bb25dc14294424b6dda9c4ac23bfaf5f58ed32fa5cc08c672af,f1efcbd546efb5855b1a435d60995f2c4513a4968dae119e4089de0c5b5eae10,59(1).jpeg,ASANI_2022,ASANI,2022,test,2022-05-06 00:00:00,2022-05-06 00:00:00,0.0,7.7,93.6,180.3,152.6,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0089,p7_mosdac_UNNAMED_2021_DD_0089_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2021_DD_0089_Depression.png,bebf6654637b6d3a99249468d0c32c7050ed0e86d232ded0e10479f57d383eff,e8d9ee131c2f7c0e44bdc06d48194cfdaf3979ce51646b9aa91f17ad5117d288,59(2).jpeg,UNNAMED_2021_DD,UNNAMED,2021,test,2021-04-02 12:00:00,2021-04-02 12:00:00,0.0,11.8,96.8,192.1,136.0,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0090,p7_mosdac_FANI_2019_0090_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FANI_2019_0090_Very_Severe_Cyclonic_Storm.png,7f7acaf9d258b7588a6a0d45c9c39431d9170af54f3236c9205ad8b8068a83e6,14f495a4a6cbd59bdc93b31934b641b0d44762c517120ad12846a9f838e90a1e,59.jpeg,FANI_2019,FANI,2019,train,2019-04-26 09:00:00,2019-04-26 09:00:00,0.0,2.8,89.8,166.3,172.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0091,p7_mosdac_AMPHAN_2020_0091_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_AMPHAN_2020_0091_Very_Severe_Cyclonic_Storm.png,176d17d035180fe5825f416bdc413e4851291f81f299ac91f2223e4113d8b762,339fee7efbcc2f11880ae6a3297ae32793f9383e983b9a35e2b45db50369ed9b,59_LUBAN.png,AMPHAN_2020,AMPHAN,2020,train,2020-05-15 21:00:00,2020-05-15 21:00:00,0.0,9.6,86.5,154.2,144.9,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0092,p7_mosdac_HUDHUD_2014_0092_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_HUDHUD_2014_0092_Very_Severe_Cyclonic_Storm.png,c2e5a61abeb81141836c9aa0d5a4b0dbb6a2b571b65f8ff7500517bd5deaaa52,61d33583082af439e066a30b53ba6409a5d5444672ad3c3146e17463bdf98eee,60(1).jpeg,HUDHUD_2014,HUDHUD,2014,train,2014-10-06 21:00:00,2014-10-06 21:00:00,0.0,10.9,95.4,186.9,139.6,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0093,p7_mosdac_TITLI_2018_0093_Deep_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_TITLI_2018_0093_Deep_Depression.png,029280326247e2b231baf8a8865bd92737e2d45928b746a72eee4dfade7226ee,6eb44ec739a4565407a14f4000d6bceba2bfec56833752c1a9338f9a0bb7b0ca,60(2).jpeg,TITLI_2018,TITLI,2018,train,2018-10-08 15:00:00,2018-10-08 15:00:00,0.0,14.4,87.7,158.6,125.5,Mercator_Standard_Grid_Projection,51.9,km/h (3-minute sustained WMO/IMD standard),Deep Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0094,p7_mosdac_GAJA_2018_0094_Deep_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GAJA_2018_0094_Deep_Depression.png,636cca87fe0d810a9997a60d8a72ede290cbae6c2e411ffe78e0dd2f413662f1,7e1ad8d2d649c9423ff5fea70fb4c723417b314982e4d4713807ca8d327a33f3,60.jpeg,GAJA_2018,GAJA,2018,train,2018-11-10 18:00:00,2018-11-10 18:00:00,0.0,13.1,89.8,166.3,130.8,Mercator_Standard_Grid_Projection,55.6,km/h (3-minute sustained WMO/IMD standard),Deep Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0095,p7_mosdac_BULBUL_2019_0095_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BULBUL_2019_0095_Very_Severe_Cyclonic_Storm.png,5e24c26b7b087d9d81e5e68e7df690212e1a8dba6f690a26051e02820a1ce0ee,a893c80037f1f9b89292f728ff86b032ea29d0527a09b3dfc99d673ddc4195ec,61(1).jpeg,BULBUL_2019,BULBUL,2019,train,2019-04-26 09:00:00,2019-04-26 09:00:00,0.0,2.8,89.8,166.3,172.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0096,p7_mosdac_GULAB_2021_0096_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GULAB_2021_0096_Depression.png,1dcd5d6e47ad1d59ba73bbe112dbda46599133fd059b29157b43970d63bb4ece,cf4d647c083b04162cca7821f92253e36666450e6b5491775639b01ba2508115,61(2).jpeg,GULAB_2021,GULAB,2021,train,2021-04-02 15:00:00,2021-04-02 15:00:00,0.0,12.0,97.0,192.8,135.2,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0097,p7_mosdac_JAWAD_2021_0097_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_JAWAD_2021_0097_Very_Severe_Cyclonic_Storm.png,8d69c8ddf73581ca9163dde58880f3183c91bd88dba25ea4de260b8680dccfec,9eb1f082dba667cddad2d58d03fef7453c50e969b7f381f04be2b0efc747a5d2,61.jpeg,JAWAD_2021,JAWAD,2021,train,2021-12-01 09:00:00,2021-12-01 09:00:00,0.0,8.1,93.4,179.6,150.9,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0098,p7_mosdac_FENGAL_2024_0098_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FENGAL_2024_0098_Very_Severe_Cyclonic_Storm.png,0d3d735e7a2119e528fffb8129cb40b3ec512ba19933fde7f1ad66fd017745a4,f0abda2a413767ec7ad27d3526347fe4cfa9f7e863812074e555d38a16f2d7d9,62.jpeg,FENGAL_2024,FENGAL,2024,train,2024-11-24 09:00:00,2024-11-24 09:00:00,0.0,3.9,86.2,153.1,167.9,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0099,p7_mosdac_UNNAMED_2018_DD_0099_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2018_DD_0099_Depression.png,3939c1d4ed084bc83d9c70510c36ca7c813a26697380526140644d675e9bbdde,01d0bbd9bc71d87d9930c2043e675924eb9dfda0b664d500608d4224a0ad827d,63(1).jpeg,UNNAMED_2018_DD,UNNAMED,2018,train,2018-03-13 18:00:00,2018-03-13 18:00:00,0.0,6.7,74.8,111.3,156.6,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0100,p7_mosdac_UNNAMED_2019_D_0100_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2019_D_0100_Depression.png,89c9df9aac68cf31fa4531746e3dc59b7f0471b12fb8d6e6ad8eb8c90a07d91b,f9b97d491e1873cf1636b2756bd8d23d6610059a988367b90c8d63d66ede1327,63(2).jpeg,UNNAMED_2019_D,UNNAMED,2019,train,2019-08-06 18:00:00,2019-08-06 18:00:00,0.0,20.8,87.6,158.3,99.7,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
